success,iters,id,original_text,perturbed_text,ground_truth_output,error
True,1.0,19492,anyone who eats or harms sharks are white trash,anyone who eats or harms sharks are white!,1,
True,1.0,19493,the vacuole is flaming gay,the vacuole is flaming?,1,
True,1.0,19501,the your a complete prick,the your a complete you,1,
True,1.0,19504,Your idiocy astounds me The sentence reads Behind Wembley Stadium Old Trafford has the largest capacity of any English football stadium at just over 76000 Go figure,your idiocy astounds me the sentence : behind wembley stadium old trafford has the largest capacity of any english football stadium at just over 76000 go figure,1,
True,1.0,19521,That repo was just forked an hour ago,that repo was just *ed an hour ago,0,
True,1.0,19524,"i hate the wiggles  

 i hate the wiggles",i hate the wiggles fucking hate the wiggles,0,
True,10.0,19529,"The word penetration  

 Good evening RTG I saw your edit here and have been wondering why you consider using the word in that sentence immature You havent been reverted on it but penetration is okay to use when talking about sexual acts Its in a lot of the sources and there are sometimes when we need to say vaginal penetration anal penetration etc","The word penetration  

 Good evening RTG I saw your edit here and have been wondering why you consider using the word in that sentence immature You havent been reverted on it but penetration is okay to use when talking about sexual acts Its in a lot of the sources and there are sometimes when we need to say vaginal penetration anal penetration etc",1,
True,2.0,19530,"Pistol Page  

 The page you edited referring to pistols was done erroneously while you may believe a revolver is not a pistol a simple search for define revolver turns up revolver rvlvr noun noun revolver plural noun revolvers 

    a pistol with revolving chambers enabling several shots to be fired without reloading 

 Since this page was changed not based on fact but personal opinion I will be reporting you unless the page is reverted",pistol page the page you edited referring to pistols was done erroneously while you may believe a revolver is not a pistol a simple search for define revolver turns up revolver rvlvr noun noun revolver * noun fs a pistol with revolving chambers enabling several shots to be fired without reloading since this page was changed not based on fact but personal opinion i will be reporting you unless the page is reverted,0,
True,1.0,19531,"61 AND 64th president  

 We have to stop this stupid American custom of saying that one same person is two different Presidents It just dont make sense You have to put Presidency not president if you want to count both numbers I just fix it for Nestor Kirchner",61 and 64th president we have to stop this fucking american custom of saying that one same person is two different presidents it just dont make sense you have to put presidency not president if you want to count both numbers i just fix it for nestor kirchner,0,
True,1.0,19532,You first,you idiot,0,
True,1.0,19537,i think this is a dumb art dont u,i think this is a cover art dont u,1,
True,1.0,19540,"Lukcy  

 You lucky fool I was so trying to be the person to fix the main page but I kept getting session lost messages Arrgh",lu *cy you lucky fool i was so trying to be the person to fix the main page but i kept getting session lost messages arrgh,0,
True,1.0,19541,Wow youre crazy,wow youre *,1,
True,1.0,19550,I see actuall news reports and eye witness statments are false because there posted to youtube,i see *l news reports and eye witness statments are false because there posted to youtube,0,
True,1.0,19558,Are you fucking serious I made two reverts on a page where editors were reverting me with no reason to do so,are you fucking serious i made two reverts on a page where editors were reverting him with no reason to do so,0,
True,1.0,19559,You utter swine forcing me to edit this article couldnt escape its clutches I have now removed all obvious Americanisms there werent many and the banner on this page o,you utter swine forcing me to edit this article *t escape its clutches i have now removed all obvious americanisms there werent many and the banner on this page o,0,
True,1.0,19560,"January 2015  

 Have any of you heard a death metal band called Brain Ass Theyre friggin awesome",january 2015 have any of you heard a death metal band called bitch ass theyre friggin awesome,0,
True,1.0,19568,"NPOV  
 This article read like an advertisement for sex with animals Its ridiculous should the article about pedophilia be promoting that",npov this article read like an advertisement for sex with animals its? should the article about pedophilia be promoting that,1,
True,1.0,19571,Did she have a NoseJob,* she have a nosejob,0,
True,1.0,19577,"death  

 no reference for death information",death no reference for death *,0,
True,1.0,19578,this article sucks someone should fix it up i would but im lazy,this article sucks that should fix it up i would but im lazy,0,
