,Unnamed: 0,success,iters,id,original_text,perturbed_text,ground_truth_output,error
701,3394,True,1.0,3442,"What possesses these weirdos  
 Why on earth would people who consider themselves Christian even THINK that redirecting pages to Jesus will somehow lead people to seriously consider Christianity 

 Idiots Idiots Idiots 

 I feel better now","what possesses these weirdos why on earth would people who consider themselves christian even think that redirecting pages to jesus will somehow lead people to seriously consider christianity idiots, idiots i feel better now",1,
702,3401,True,10.0,3449,Learn something from the pedia and stop sporting your ignorance boy,Learn something from the pedia and stop sporting your ignorance boy,1,
703,3403,True,1.0,3451,You too shit head but Im going to fucking live another 23 hours after that,you too shit head but im going to not live another 23 hours after that,1,
704,3404,True,1.0,3452,get you gay self outa here,get you a self outa here,1,
705,3409,True,1.0,3457,Preferably an upskirt or downshirt one  Or just a nude,*ably an upskirt or downshirt one or just a nude,0,
706,3413,True,1.0,3461,"why is there a need for a members timeline  
 for godsake its a stupid idea and people can easily know who has left and who hasnt from the information already provided",why is there a need for a members timeline for godsake its a great idea and people can easily know who has left and who hasnt from the information already provided,1,
707,3417,True,1.0,3465,TOM you have got to be kidding me Isabella of Castile played a very strong role setting up the Spanish Inquisition She ordered Jews to be executed or expelled Martin Luther was fiercely antiSemitic Please see Martin Luther and the Jews and On the Jews and Their Lies,tom you have got to be fucking me isabella of castile played a very strong role setting up the spanish inquisition she ordered jews to be executed or expelled martin luther was fiercely antisemitic please see martin luther and the jews and on the jews and their lies,0,
708,3420,True,1.0,3468,OK alright i acknowledge that supertroll comment was not ok Upon you Peace,ok alright i acknowledge that super bitchll comment was not ok upon you peace,0,
709,3421,True,1.0,3469,"PO  

 PO LAALAA DIPSY TINKY WINKY 

  Crap  

 Crapity crapity crap crap crap crap 

  vfiugbgtgfhtrhrehguuebfyufbyrbygfbrygbyb  

 haguwala wagula B B B",po po laalaa dipsy tinky winky crap crapity crapity crap crap crap crap vfiugbgtgfhtrhrehguuebfyufbyrbygfbrygbyb haguwala wagul a b b b,1,
710,3422,True,1.0,3470,"CincinnatiWikis Top 10  

 SpiritNatures Way 
 Crosby Stills and NashWooden Ships 
 Country Joe and the FishFeel Like Im Fixin To Die Rag 
 The Jimi Hendrix ExperienceManic Depression 
 Pink FloydBrain Damage 
 QueenFat Bottomed Girls 
 Bob DylanLike a Rolling Stone 
 Golden EarringRadar Love 
 Led ZeppelinBronYAur Stomp 
 The BeatlesAll You Need Is Love 

 i also agree with the user who said i hate the fucking eagles man long live the dude",cincinnatiwikis top 10 spiritnatures way crosby stills and nashwooden ships country joe and the fishfeel like im fixin to die rag the jimi hendrix experiencemanic depression pink floydbrain damage queenfat bottomed girls bob dylanlike a rolling stone golden earringradar love led zeppelinbronyaur stomp the beatlesall you need is love i also agree with the user who said i am the fucking eagles man long live the dude,0,
711,3426,True,1.0,3474,REDIRECT TalkList of places in Alaska C,*irect talklist of places in alaska c,0,
712,3428,True,2.0,3476,"2005 UTC 

 the Army of Wikimorons 

 one is tired of the army of wiki morons The nature of wikipedia is that professionals usually refrain from contributing to the area of their expertise Why First of all it would low down their status A respected expert is not going to contribute to a avantgarde encyclopedia for they have written books and are paid to write Writing for wiki certainly dont fit their professionalism  

 But secondly and most importantly the motherfucking army of wikipedic morons is there to fight whatever insight or serious info professionals may contribute These wiki morons mostly consists of students slackers computing geeks dont have fucking nothing to do everyday and selfsmug with a smattering of knowledge think themselves as holder of justice et al with fullfledged fucking wikirule this and npov that and half of them openly have their OpenSource ideology to sell will blow away or fuck up any experts contribution in no time even for subjects that are not controversial 

 in a sense this is unavoidable and a weakness of wikipedia despite wikipedias tremendous usefulness and the overall trustworthyness Wikipedia by itself is a massive of info of whichs utility and general benefit to human animals is far beyond any other commercial and professional encyclopedia out there can be However when it comes to deep academic subjects or when depth or seriousness are examed wikipedia is a laughing stock 

 Im writing this for whoever may be reading my talk page I do so despise the wikipedian fuckheads though rather nameless 

 See also httpxahleeorgPBooksdirbookshtml 

  Xah 
  xahxahleeorg 
  httpxahleeorg 

  0619 19 October",2005 utc the army of wikimorons one is tired of the army of wiki morons the nature of wikipedia is that professionals usually refrain from contributing to the area of their expertise why first of all it would low down their status a respected expert is not going to contribute to a avantgarde encyclopedia for they have written books and are paid to write writing for wiki certainly dont fit their professionalism but secondly and most importantly the motherfucking army of wikipedic morons is there to fight whatever insight or serious info professionals may contribute these wiki morons mostly consists of students slackers computing geeks dont have... nothing to do everyday and selfsmug with a smattering of knowledge think themselves as holder of justice et al with fullfledged / wikirule this and npov that and half of them openly have their opensource ideology to sell will blow away or fuck up any experts contribution in no time even for subjects that are not controversial in a sense this is unavoidable and a weakness of wikipedia despite wikipedias tremendous usefulness and the overall trustworthyness wikipedia by itself is a massive of info of whichs utility and general benefit to human animals is far beyond any other commercial and professional encyclopedia out there can be however when it comes to deep academic subjects or when depth or seriousness are examed wikipedia is a laughing stock im writing this for whoever may be reading my talk page i do so despise the wikipedian fuckheads though rather nameless see also httpxahleeorgpbooksdirbookshtml xah xahxahleeorg httpxahleeorg 0619 19 october,1,
